Step	Body	Position (X, Y)	Velocity (X, Y)	Force (X, Y)
364	3	743.288118, 885.182667	-0.869598, 1.055320	-0.000341, -0.001717
365	1	640.004507, 360.003557	0.000015, 0.000018	-0.000000, 0.000000
365	2	498.075093, 880.007651	-1.085019, 0.824483	0.000452, -0.001668
365	3	742.418183, 886.236275	-0.869935, 1.053608	-0.000337, -0.001713
366	1	640.004522, 360.003574	0.000015, 0.000018	-0.000000, 0.000000
366	2	496.990527, 880.830474	-1.084566, 0.822822	0.000453, -0.001660
366	3	741.547916, 887.288175	-0.870267, 1.051900	-0.000332, -0.001708
367	1	640.004538, 360.003592	0.000015, 0.000018	-0.000000, 0.000000
367	2	495.906415, 881.651643	-1.084112, 0.821170	0.000454, -0.001653
367	3	740.677321, 888.338372	-0.870595, 1.050197	-0.000328, -0.001703
368	1	640.004553, 360.003610	0.000015, 0.000018	-0.000000, 0.000000
368	2	494.822757, 882.471167	-1.083658, 0.819524	0.000455, -0.001646
368	3	739.806402, 889.386871	-0.870919, 1.048499	-0.000324, -0.001698
369	1	640.004568, 360.003628	0.000015, 0.000018	-0.000000, 0.000000
369	2	493.739555, 883.289053	-1.083202, 0.817886	0.000455, -0.001638
369	3	738.935163, 890.433678	-0.871238, 1.046806	-0.000319, -0.001693
370	1	640.004583, 360.003645	0.000015, 0.000018	-0.000000, 0.000000
370	2	492.656808, 884.105307	-1.082746, 0.816255	0.000456, -0.001631
370	3	738.063610, 891.478796	-0.871553, 1.045118	-0.000315, -0.001688
371	1	640.004598, 360.003663	0.000015, 0.000018	-0.000000, 0.000000
371	2	491.574518, 884.919938	-1.082290, 0.814631	0.000457, -0.001624
371	3	737.191746, 892.522230	-0.871864, 1.043435	-0.000311, -0.001683
372	1	640.004613, 360.003681	0.000015, 0.000018	-0.000000, 0.000000
372	2	490.492686, 885.732952	-1.081833, 0.813014	0.000457, -0.001617
372	3	736.319576, 893.563986	-0.872170, 1.041756	-0.000306, -0.001679
373	1	640.004629, 360.003699	0.000015, 0.000018	-0.000000, 0.000000
373	2	489.411311, 886.544356	-1.081375, 0.811404	0.000458, -0.001610
373	3	735.447103, 894.604068	-0.872473, 1.040082	-0.000302, -0.001674
374	1	640.004644, 360.003717	0.000015, 0.000018	-0.000000, 0.000000
374	2	488.330395, 887.354157	-1.080916, 0.809801	0.000458, -0.001603
374	3	734.574332, 895.642481	-0.872771, 1.038413	-0.000298, -0.001669
375	1	640.004659, 360.003735	0.000015, 0.000018	-0.000000, 0.000000
375	2	487.249938, 888.162362	-1.080457, 0.808205	0.000459, -0.001596
375	3	733.701268, 896.679230	-0.873065, 1.036749	-0.000294, -0.001664
376	1	640.004674, 360.003753	0.000015, 0.000018	-0.000000, 0.000000
376	2	486.169940, 888.968978	-1.079998, 0.806616	0.000460, -0.001589
376	3	732.827913, 897.714319	-0.873354, 1.035089	-0.000290, -0.001660
377	1	640.004689, 360.003771	0.000015, 0.000018	-0.000000, 0.000000
377	2	485.090402, 889.774012	-1.079538, 0.805034	0.000460, -0.001582
377	3	731.954273, 898.747754	-0.873640, 1.033434	-0.000286, -0.001655
378	1	640.004704, 360.003789	0.000015, 0.000018	-0.000000, 0.000000
378	2	484.011326, 890.577471	-1.079077, 0.803459	0.000461, -0.001575
378	3	731.080351, 899.779538	-0.873922, 1.031784	-0.000282, -0.001650
379	1	640.004720, 360.003807	0.000015, 0.000018	-0.000000, 0.000000
379	2	482.932710, 891.379362	-1.078616, 0.801890	0.000461, -0.001568
379	3	730.206152, 900.809677	-0.874200, 1.030139	-0.000278, -0.001645
380	1	640.004735, 360.003825	0.000015, 0.000018	-0.000000, 0.000000
380	2	481.854556, 892.179690	-1.078154, 0.800329	0.000462, -0.001562
380	3	729.331678, 901.838176	-0.874473, 1.028498	-0.000274, -0.001641
381	1	640.004750, 360.003843	0.000015, 0.000018	-0.000000, 0.000000
381	2	480.776864, 892.978464	-1.077692, 0.798774	0.000462, -0.001555
381	3	728.456935, 902.865038	-0.874743, 1.026862	-0.000270, -0.001636
382	1	640.004765, 360.003861	0.000015, 0.000018	-0.000000, 0.000000
382	2	479.699635, 893.775690	-1.077229, 0.797225	0.000463, -0.001548
382	3	727.581926, 903.890269	-0.875009, 1.025231	-0.000266, -0.001631
383	1	640.004780, 360.003879	0.000015, 0.000018	-0.000000, 0.000000
383	2	478.622869, 894.571373	-1.076766, 0.795684	0.000463, -0.001542
383	3	726.706655, 904.913874	-0.875271, 1.023605	-0.000262, -0.001627
384	1	640.004795, 360.003897	0.000015, 0.000018	-0.000000, 0.000000
384	2	477.546566, 895.365522	-1.076303, 0.794149	0.000463, -0.001535
384	3	725.831126, 905.935856	-0.875529, 1.021983	-0.000258, -0.001622
385	1	640.004811, 360.003915	0.000015, 0.000018	-0.000000, 0.000000
385	2	476.470727, 896.158142	-1.075839, 0.792620	0.000464, -0.001529
385	3	724.955343, 906.956222	-0.875783, 1.020365	-0.000254, -0.001617
386	1	640.004826, 360.003934	0.000015, 0.000018	-0.000000, 0.000000
386	2	475.395353, 896.949240	-1.075374, 0.791098	0.000464, -0.001522
386	3	724.079309, 907.974974	-0.876034, 1.018753	-0.000251, -0.001613
387	1	640.004841, 360.003952	0.000015, 0.000018	-0.000000, 0.000000
387	2	474.320443, 897.738822	-1.074910, 0.789582	0.000465, -0.001516
387	3	723.203028, 908.992119	-0.876281, 1.017145	-0.000247, -0.001608
388	1	640.004856, 360.003970	0.000015, 0.000018	-0.000000, 0.000000
388	2	473.245998, 898.526895	-1.074445, 0.788073	0.000465, -0.001509
388	3	722.326504, 910.007660	-0.876524, 1.015541	-0.000243, -0.001603
389	1	640.004871, 360.003988	0.000015, 0.000018	-0.000000, 0.000000
389	2	472.172019, 899.313466	-1.073979, 0.786570	0.000465, -0.001503
389	3	721.449741, 911.021603	-0.876763, 1.013942	-0.000239, -0.001599
390	1	640.004886, 360.004007	0.000015, 0.000018	-0.000000, 0.000000
390	2	471.098505, 900.098539	-1.073514, 0.785074	0.000466, -0.001496
390	3	720.572742, 912.033951	-0.876999, 1.012348	-0.000236, -0.001594
391	1	640.004901, 360.004025	0.000015, 0.000018	-0.000000, 0.000000
391	2	470.025458, 900.882123	-1.073048, 0.783584	0.000466, -0.001490
391	3	719.695511, 913.044709	-0.877231, 1.010758	-0.000232, -0.001590
392	1	640.004916, 360.004043	0.000015, 0.000018	-0.000000, 0.000000
392	2	468.952877, 901.664223	-1.072581, 0.782100	0.000466, -0.001484
392	3	718.818051, 914.053882	-0.877460, 1.009173	-0.000228, -0.001585
393	1	640.004931, 360.004062	0.000015, 0.000018	-0.000000, 0.000000
393	2	467.880762, 902.444845	-1.072114, 0.780622	0.000467, -0.001478
393	3	717.940367, 915.061475	-0.877684, 1.007593	-0.000225, -0.001581
394	1	640.004947, 360.004080	0.000015, 0.000018	-0.000000, 0.000000
394	2	466.809115, 903.223995	-1.071647, 0.779150	0.000467, -0.001472
394	3	717.062461, 916.067491	-0.877906, 1.006017	-0.000221, -0.001576
395	1	640.004962, 360.004098	0.000015, 0.000018	-0.000000, 0.000000
395	2	465.737934, 904.001680	-1.071180, 0.777685	0.000467, -0.001465
395	3	716.184337, 917.071936	-0.878124, 1.004445	-0.000218, -0.001572
396	1	640.004977, 360.004117	0.000015, 0.000018	-0.000000, 0.000000
396	2	464.667222, 904.777906	-1.070713, 0.776226	0.000468, -0.001459
396	3	715.305999, 918.074814	-0.878338, 1.002878	-0.000214, -0.001567
397	1	640.004992, 360.004135	0.000015, 0.000018	-0.000000, 0.000000
397	2	463.596977, 905.552678	-1.070245, 0.774773	0.000468, -0.001453
397	3	714.427450, 919.076130	-0.878549, 1.001315	-0.000211, -0.001563
398	1	640.005007, 360.004154	0.000015, 0.000018	-0.000000, 0.000000
398	2	462.527200, 906.326004	-1.069777, 0.773325	0.000468, -0.001447
398	3	713.548693, 920.075887	-0.878757, 0.999757	-0.000207, -0.001558
399	1	640.005022, 360.004172	0.000015, 0.000018	-0.000000, 0.000000
399	2	461.457891, 907.097888	-1.069309, 0.771884	0.000468, -0.001441
399	3	712.669733, 921.074091	-0.878961, 0.998204	-0.000204, -0.001554
400	1	640.005037, 360.004191	0.000015, 0.000019	-0.000000, 0.000000
400	2	460.389051, 907.868337	-1.068840, 0.770449	0.000468, -0.001435
400	3	711.790571, 922.070745	-0.879161, 0.996654	-0.000201, -0.001549
401	1	640.005052, 360.004209	0.000015, 0.000019	-0.000000, 0.000000
401	2	459.320679, 908.637357	-1.068372, 0.769020	0.000469, -0.001429
401	3	710.911213, 923.065855	-0.879359, 0.995110	-0.000197, -0.001545
402	1	640.005067, 360.004228	0.000015, 0.000019	-0.000000, 0.000000
402	2	458.252776, 909.404953	-1.067903, 0.767596	0.000469, -0.001423
402	3	710.031660, 924.059424	-0.879553, 0.993569	-0.000194, -0.001540
403	1	640.005082, 360.004246	0.000015, 0.000019	-0.000000, 0.000000
403	2	457.185342, 910.171132	-1.067434, 0.766179	0.000469, -0.001418
403	3	709.151917, 925.051458	-0.879743, 0.992034	-0.000191, -0.001536
404	1	640.005097, 360.004265	0.000015, 0.000019	-0.000000, 0.000000
404	2	456.118378, 910.935899	-1.066965, 0.764767	0.000469, -0.001412
404	3	708.271986, 926.041960	-0.879931, 0.990502	-0.000187, -0.001532
405	1	640.005113, 360.004284	0.000015, 0.000019	-0.000000, 0.000000
405	2	455.051882, 911.699260	-1.066495, 0.763361	0.000469, -0.001406
405	3	707.391870, 927.030935	-0.880115, 0.988975	-0.000184, -0.001527
406	1	640.005128, 360.004302	0.000015, 0.000019	-0.000000, 0.000000
406	2	453.985856, 912.461221	-1.066026, 0.761961	0.000469, -0.001400
406	3	706.511574, 928.018387	-0.880296, 0.987452	-0.000181, -0.001523
407	1	640.005143, 360.004321	0.000015, 0.000019	-0.000000, 0.000000
407	2	452.920300, 913.221788	-1.065556, 0.760567	0.000470, -0.001394
407	3	705.631100, 929.004321	-0.880474, 0.985934	-0.000178, -0.001518
408	1	640.005158, 360.004340	0.000015, 0.000019	-0.000000, 0.000000
408	2	451.855213, 913.980965	-1.065087, 0.759178	0.000470, -0.001389
408	3	704.750451, 929.988740	-0.880649, 0.984420	-0.000175, -0.001514
409	1	640.005173, 360.004358	0.000015, 0.000019	-0.000000, 0.000000
409	2	450.790596, 914.738760	-1.064617, 0.757795	0.000470, -0.001383
409	3	703.869631, 930.971650	-0.880820, 0.982910	-0.000172, -0.001510
410	1	640.005188, 360.004377	0.000015, 0.000019	-0.000000, 0.000000
410	2	449.726449, 915.495177	-1.064147, 0.756417	0.000470, -0.001378
410	3	702.988642, 931.953055	-0.880989, 0.981405	-0.000168, -0.001505
411	1	640.005203, 360.004396	0.000015, 0.000019	-0.000000, 0.000000
411	2	448.662772, 916.250222	-1.063677, 0.755045	0.000470, -0.001372
411	3	702.107488, 932.932958	-0.881154, 0.979904	-0.000165, -0.001501
412	1	640.005218, 360.004415	0.000015, 0.000019	-0.000000, 0.000000
412	2	447.599565, 917.003901	-1.063207, 0.753679	0.000470, -0.001366
412	3	701.226171, 933.911365	-0.881317, 0.978407	-0.000162, -0.001497
413	1	640.005233, 360.004433	0.000015, 0.000019	-0.000000, 0.000000
413	2	446.536828, 917.756218	-1.062737, 0.752318	0.000470, -0.001361
413	3	700.344695, 934.888279	-0.881476, 0.976914	-0.000159, -0.001493
414	1	640.005248, 360.004452	0.000015, 0.000019	-0.000000, 0.000000
414	2	445.474562, 918.507181	-1.062267, 0.750962	0.000470, -0.001355
414	3	699.463063, 935.863705	-0.881632, 0.975426	-0.000156, -0.001488
415	1	640.005263, 360.004471	0.000015, 0.000019	-0.000000, 0.000000
415	2	444.412766, 919.256793	-1.061796, 0.749612	0.000470, -0.001350
415	3	698.581278, 936.837647	-0.881785, 0.973942	-0.000153, -0.001484
416	1	640.005278, 360.004490	0.000015, 0.000019	-0.000000, 0.000000
416	2	443.351439, 920.005061	-1.061326, 0.748268	0.000470, -0.001345
416	3	697.699342, 937.810109	-0.881936, 0.972462	-0.000150, -0.001480
417	1	640.005293, 360.004509	0.000015, 0.000019	-0.000000, 0.000000
417	2	442.290584, 920.751990	-1.060856, 0.746929	0.000470, -0.001339
417	3	696.817259, 938.781096	-0.882083, 0.970987	-0.000147, -0.001476
418	1	640.005308, 360.004528	0.000015, 0.000019	-0.000000, 0.000000
418	2	441.230198, 921.497584	-1.060385, 0.745595	0.000470, -0.001334
418	3	695.935031, 939.750612	-0.882228, 0.969515	-0.000144, -0.001471
419	1	640.005323, 360.004547	0.000015, 0.000019	-0.000000, 0.000000
419	2	440.170283, 922.241851	-1.059915, 0.744266	0.000470, -0.001329
419	3	695.052662, 940.718660	-0.882369, 0.968048	-0.000142, -0.001467
420	1	640.005338, 360.004566	0.000015, 0.000019	-0.000000, 0.000000
420	2	439.110838, 922.984794	-1.059445, 0.742943	0.000470, -0.001323
420	3	694.170154, 941.685245	-0.882508, 0.966585	-0.000139, -0.001463
421	1	640.005353, 360.004584	0.000015, 0.000019	-0.000000, 0.000000
421	2	438.051864, 923.726419	-1.058974, 0.741625	0.000470, -0.001318
421	3	693.287510, 942.650372	-0.882644, 0.965127	-0.000136, -0.001459
422	1	640.005368, 360.004603	0.000015, 0.000019	-0.000000, 0.000000
422	2	436.993360, 924.466731	-1.058504, 0.740312	0.000470, -0.001313
422	3	692.404733, 943.614044	-0.882777, 0.963672	-0.000133, -0.001455
423	1	640.005383, 360.004622	0.000015, 0.000019	-0.000000, 0.000000
423	2	435.935326, 925.205736	-1.058034, 0.739005	0.000470, -0.001308
423	3	691.521825, 944.576266	-0.882907, 0.962222	-0.000130, -0.001450
424	1	640.005398, 360.004641	0.000015, 0.000019	-0.000000, 0.000000
424	2	434.877763, 925.943439	-1.057563, 0.737702	0.000470, -0.001302
424	3	690.638790, 945.537041	-0.883035, 0.960775	-0.000128, -0.001446
425	1	640.005413, 360.004661	0.000015, 0.000019	-0.000000, 0.000000
425	2	433.820670, 926.679844	-1.057093, 0.736405	0.000470, -0.001297
425	3	689.755631, 946.496374	-0.883160, 0.959333	-0.000125, -0.001442
426	1	640.005428, 360.004680	0.000015, 0.000019	-0.000000, 0.000000
426	2	432.764046, 927.414957	-1.056623, 0.735113	0.000470, -0.001292
426	3	688.872349, 947.454269	-0.883282, 0.957895	-0.000122, -0.001438
427	1	640.005443, 360.004699	0.000015, 0.000019	-0.000000, 0.000000
427	2	431.707894, 928.148783	-1.056153, 0.733826	0.000470, -0.001287
427	3	687.988948, 948.410730	-0.883401, 0.956461	-0.000119, -0.001434
428	1	640.005458, 360.004718	0.000015, 0.000019	-0.000000, 0.000000
428	2	430.652211, 928.881327	-1.055683, 0.732544	0.000470, -0.001282
428	3	687.105430, 949.365762	-0.883518, 0.955031	-0.000117, -0.001430
429	1	640.005473, 360.004737	0.000015, 0.000019	-0.000000, 0.000000
429	2	429.596998, 929.612594	-1.055213, 0.731267	0.000470, -0.001277
429	3	686.221798, 950.319367	-0.883632, 0.953605	-0.000114, -0.001426
430	1	640.005488, 360.004756	0.000015, 0.000019	-0.000000, 0.000000
430	2	428.542255, 930.342589	-1.054743, 0.729995	0.000470, -0.001272
430	3	685.338055, 951.271551	-0.883743, 0.952184	-0.000111, -0.001422
431	1	640.005503, 360.004775	0.000015, 0.000019	-0.000000, 0.000000
431	2	427.487982, 931.071317	-1.054273, 0.728728	0.000470, -0.001267
431	3	684.454203, 952.222317	-0.883852, 0.950766	-0.000109, -0.001418
432	1	640.005518, 360.004794	0.000015, 0.000019	-0.000000, 0.000000
432	2	426.434178, 931.798783	-1.053803, 0.727466	0.000470, -0.001262
432	3	683.570245, 953.171669	-0.883958, 0.949352	-0.000106, -0.001414
433	1	640.005533, 360.004814	0.000015, 0.000019	-0.000000, 0.000000
433	2	425.380844, 932.524991	-1.053334, 0.726209	0.000470, -0.001257
433	3	682.686183, 954.119612	-0.884062, 0.947943	-0.000104, -0.001410
434	1	640.005548, 360.004833	0.000015, 0.000019	-0.000000, 0.000000
434	2	424.327980, 933.249947	-1.052864, 0.724956	0.000470, -0.001252
434	3	681.802021, 955.066149	-0.884163, 0.946537	-0.000101, -0.001406
435	1	640.005563, 360.004852	0.000015, 0.000019	-0.000000, 0.000000
435	2	423.275585, 933.973656	-1.052395, 0.723709	0.000469, -0.001248
435	3	680.917759, 956.011284	-0.884261, 0.945135	-0.000099, -0.001402
436	1	640.005578, 360.004871	0.000015, 0.000019	-0.000000, 0.000000
436	2	422.223660, 934.696122	-1.051926, 0.722466	0.000469, -0.001243
436	3	680.033402, 956.955022	-0.884357, 0.943738	-0.000096, -0.001398
437	1	640.005593, 360.004891	0.000015, 0.000019	-0.000000, 0.000000
437	2	421.172203, 935.417350	-1.051456, 0.721228	0.000469, -0.001238
437	3	679.148951, 957.897366	-0.884451, 0.942344	-0.000094, -0.001394
438	1	640.005607, 360.004910	0.000015, 0.000019	-0.000000, 0.000000
438	2	420.121216, 936.137345	-1.050987, 0.719995	0.000469, -0.001233
438	3	678.264409, 958.838320	-0.884542, 0.940954	-0.000091, -0.001390
439	1	640.005622, 360.004929	0.000015, 0.000019	-0.000000, 0.000000
439	2	419.070697, 936.856112	-1.050519, 0.718767	0.000469, -0.001228
439	3	677.379779, 959.777888	-0.884631, 0.939568	-0.000089, -0.001386
440	1	640.005637, 360.004948	0.000015, 0.000019	-0.000000, 0.000000
440	2	418.020647, 937.573655	-1.050050, 0.717543	0.000469, -0.001224
440	3	676.495062, 960.716075	-0.884717, 0.938186	-0.000086, -0.001382
441	1	640.005652, 360.004968	0.000015, 0.000019	-0.000000, 0.000000
441	2	416.971066, 938.289979	-1.049581, 0.716324	0.000469, -0.001219
441	3	675.610261, 961.652883	-0.884800, 0.936809	-0.000084, -0.001378
442	1	640.005667, 360.004987	0.000015, 0.000019	-0.000000, 0.000000
442	2	415.921953, 939.005088	-1.049113, 0.715110	0.000468, -0.001214
442	3	674.725380, 962.588318	-0.884882, 0.935434	-0.000081, -0.001374
443	1	640.005682, 360.005007	0.000015, 0.000019	-0.000000, 0.000000
443	2	414.873308, 939.718988	-1.048645, 0.713900	0.000468, -0.001210
443	3	673.840419, 963.522382	-0.884961, 0.934064	-0.000079, -0.001370
444	1	640.005697, 360.005026	0.000015, 0.000019	-0.000000, 0.000000
444	2	413.825132, 940.431683	-1.048177, 0.712695	0.000468, -0.001205
444	3	672.955381, 964.455080	-0.885038, 0.932698	-0.000077, -0.001366
445	1	640.005712, 360.005045	0.000015, 0.000019	-0.000000, 0.000000
445	2	412.777423, 941.143177	-1.047709, 0.711494	0.000468, -0.001201
445	3	672.070269, 965.386415	-0.885112, 0.931336	-0.000074, -0.001362
446	1	640.005727, 360.005065	0.000015, 0.000019	-0.000000, 0.000000
446	2	411.730182, 941.853475	-1.047241, 0.710298	0.000468, -0.001196
446	3	671.185085, 966.316392	-0.885184, 0.929977	-0.000072, -0.001359
447	1	640.005742, 360.005084	0.000015, 0.000019	-0.000000, 0.000000
447	2	410.683408, 942.562582	-1.046774, 0.709107	0.000467, -0.001191
447	3	670.299832, 967.245015	-0.885254, 0.928622	-0.000070, -0.001355
448	1	640.005757, 360.005104	0.000015, 0.000019	-0.000000, 0.000000
448	2	409.637102, 943.270502	-1.046306, 0.707920	0.000467, -0.001187
448	3	669.414510, 968.172286	-0.885321, 0.927271	-0.000067, -0.001351
449	1	640.005771, 360.005123	0.000015, 0.000020	-0.000000, 0.000000
449	2	408.591263, 943.977239	-1.045839, 0.706737	0.000467, -0.001183
449	3	668.529124, 969.098210	-0.885386, 0.925924	-0.000065, -0.001347
450	1	640.005786, 360.005143	0.000015, 0.000020	-0.000000, 0.000000
450	2	407.545890, 944.682798	-1.045372, 0.705559	0.000467, -0.001178
450	3	667.643675, 970.022791	-0.885449, 0.924581	-0.000063, -0.001343
451	1	640.005801, 360.005162	0.000015, 0.000020	-0.000000, 0.000000
451	2	406.500984, 945.387184	-1.044906, 0.704386	0.000467, -0.001174
451	3	666.758165, 970.946032	-0.885510, 0.923241	-0.000061, -0.001340
452	1	640.005816, 360.005182	0.000015, 0.000020	-0.000000, 0.000000
452	2	405.456545, 946.090400	-1.044439, 0.703216	0.000466, -0.001169
452	3	665.872596, 971.867937	-0.885569, 0.921906	-0.000059, -0.001336
453	1	640.005831, 360.005202	0.000015, 0.000020	-0.000000, 0.000000
453	2	404.412572, 946.792451	-1.043973, 0.702051	0.000466, -0.001165
453	3	664.986971, 972.788511	-0.885625, 0.920574	-0.000056, -0.001332
454	1	640.005846, 360.005221	0.000015, 0.000020	-0.000000, 0.000000
454	2	403.369065, 947.493342	-1.043507, 0.700891	0.000466, -0.001161
454	3	664.101292, 973.707756	-0.885679, 0.919245	-0.000054, -0.001328
455	1	640.005861, 360.005241	0.000015, 0.000020	-0.000000, 0.000000
455	2	402.326024, 948.193077	-1.043041, 0.699735	0.000466, -0.001156
455	3	663.215560, 974.625677	-0.885731, 0.917921	-0.000052, -0.001325
456	1	640.005876, 360.005260	0.000015, 0.000020	-0.000000, 0.000000
456	2	401.283448, 948.891660	-1.042576, 0.698583	0.000465, -0.001152
456	3	662.329779, 975.542277	-0.885781, 0.916600	-0.000050, -0.001321
457	1	640.005890, 360.005280	0.000015, 0.000020	-0.000000, 0.000000
457	2	400.241337, 949.589095	-1.042111, 0.697435	0.000465, -0.001148
457	3	661.443950, 976.457560	-0.885829, 0.915283	-0.000048, -0.001317
458	1	640.005905, 360.005300	0.000015, 0.000020	-0.000000, 0.000000
458	2	399.199692, 950.285387	-1.041646, 0.696292	0.000465, -0.001143
458	3	660.558075, 977.371530	-0.885875, 0.913970	-0.000046, -0.001313
459	1	640.005920, 360.005319	0.000015, 0.000020	-0.000000, 0.000000
459	2	398.158511, 950.980540	-1.041181, 0.695153	0.000465, -0.001139
459	3	659.672156, 978.284189	-0.885919, 0.912660	-0.000044, -0.001310
460	1	640.005935, 360.005339	0.000015, 0.000020	-0.000000, 0.000000
460	2	397.117794, 951.674558	-1.040716, 0.694018	0.000464, -0.001135
460	3	658.786196, 979.195543	-0.885960, 0.911354	-0.000042, -0.001306
461	1	640.005950, 360.005359	0.000015, 0.000020	-0.000000, 0.000000
461	2	396.077542, 952.367445	-1.040252, 0.692887	0.000464, -0.001131
461	3	657.900196, 980.105595	-0.886000, 0.910052	-0.000040, -0.001302
462	1	640.005965, 360.005379	0.000015, 0.000020	-0.000000, 0.000000
462	2	395.037754, 953.059206	-1.039788, 0.691761	0.000464, -0.001127
462	3	657.014159, 981.014348	-0.886037, 0.908753	-0.000038, -0.001299
463	1	640.005979, 360.005398	0.000015, 0.000020	-0.000000, 0.000000
463	2	393.998429, 953.749844	-1.039325, 0.690638	0.000464, -0.001122
463	3	656.128086, 981.921806	-0.886073, 0.907458	-0.000036, -0.001295
464	1	640.005994, 360.005418	0.000015, 0.000020	-0.000000, 0.000000
464	2	392.959568, 954.439364	-1.038861, 0.689520	0.000463, -0.001118
464	3	655.241980, 982.827972	-0.886106, 0.906166	-0.000034, -0.001291
465	1	640.006009, 360.005438	0.000015, 0.000020	-0.000000, 0.000000
465	2	391.921170, 955.127770	-1.038398, 0.688406	0.000463, -0.001114
465	3	654.355842, 983.732850	-0.886138, 0.904879	-0.000032, -0.001288
466	1	640.006024, 360.005458	0.000015, 0.000020	-0.000000, 0.000000
466	2	390.883235, 955.815065	-1.037935, 0.687296	0.000463, -0.001110
466	3	653.469674, 984.636445	-0.886168, 0.903594	-0.000030, -0.001284
467	1	640.006039, 360.005477	0.000015, 0.000020	-0.000000, 0.000000
467	2	389.845762, 956.501255	-1.037473, 0.686189	0.000463, -0.001106
467	3	652.583479, 985.538758	-0.886195, 0.902314	-0.000028, -0.001281
468	1	640.006053, 360.005497	0.000015, 0.000020	-0.000000, 0.000000
468	2	388.808752, 957.186342	-1.037011, 0.685087	0.000462, -0.001102
468	3	651.697258, 986.439795	-0.886221, 0.901037	-0.000026, -0.001277
469	1	640.006068, 360.005517	0.000015, 0.000020	-0.000000, 0.000000
469	2	387.772203, 957.870331	-1.036549, 0.683989	0.000462, -0.001098
469	3	650.811013, 987.339558	-0.886245, 0.899763	-0.000024, -0.001273
470	1	640.006083, 360.005537	0.000015, 0.000020	-0.000000, 0.000000
470	2	386.736116, 958.553227	-1.036087, 0.682895	0.000462, -0.001094
470	3	649.924747, 988.238052	-0.886267, 0.898493	-0.000022, -0.001270
471	1	640.006098, 360.005557	0.000015, 0.000020	-0.000000, 0.000000
471	2	385.700490, 959.235032	-1.035626, 0.681805	0.000461, -0.001090
471	3	649.038460, 989.135278	-0.886287, 0.897227	-0.000020, -0.001266
472	1	640.006113, 360.005577	0.000015, 0.000020	-0.000000, 0.000000
472	2	384.665326, 959.915751	-1.035165, 0.680719	0.000461, -0.001086
472	3	648.152155, 990.031242	-0.886305, 0.895964	-0.000018, -0.001263
473	1	640.006127, 360.005597	0.000015, 0.000020	-0.000000, 0.000000
473	2	383.630622, 960.595387	-1.034704, 0.679637	0.000461, -0.001082
473	3	647.265833, 990.925947	-0.886321, 0.894705	-0.000016, -0.001259
474	1	640.006142, 360.005617	0.000015, 0.000020	-0.000000, 0.000000
474	2	382.596378, 961.273946	-1.034244, 0.678558	0.000460, -0.001078
474	3	646.379497, 991.819396	-0.886336, 0.893449	-0.000015, -0.001256
475	1	640.006157, 360.005637	0.000015, 0.000020	-0.000000, 0.000000
475	2	381.562595, 961.951430	-1.033784, 0.677484	0.000460, -0.001074
475	3	645.493149, 992.711592	-0.886349, 0.892196	-0.000013, -0.001252
476	1	640.006172, 360.005657	0.000015, 0.000020	-0.000000, 0.000000
476	2	380.529271, 962.627843	-1.033324, 0.676413	0.000460, -0.001071
476	3	644.606789, 993.602540	-0.886360, 0.890948	-0.000011, -0.001249
477	1	640.006186, 360.005677	0.000015, 0.000020	-0.000000, 0.000000
477	2	379.496406, 963.303189	-1.032864, 0.675346	0.000459, -0.001067
477	3	643.720421, 994.492242	-0.886369, 0.889702	-0.000009, -0.001245
478	1	640.006201, 360.005697	0.000015, 0.000020	-0.000000, 0.000000
478	2	378.464001, 963.977473	-1.032405, 0.674283	0.000459, -0.001063
478	3	642.834045, 995.380702	-0.886376, 0.888460	-0.000007, -0.001242
479	1	640.006216, 360.005717	0.000015, 0.000020	-0.000000, 0.000000
479	2	377.432054, 964.650697	-1.031947, 0.673224	0.000459, -0.001059
479	3	641.947663, 996.267924	-0.886382, 0.887222	-0.000006, -0.001239
480	1	640.006231, 360.005737	0.000015, 0.000020	-0.000000, 0.000000
480	2	376.400566, 965.322866	-1.031488, 0.672169	0.000458, -0.001055
480	3	641.061278, 997.153910	-0.886385, 0.885987	-0.000004, -0.001235
481	1	640.006245, 360.005757	0.000015, 0.000020	-0.000000, 0.000000
481	2	375.369535, 965.993983	-1.031030, 0.671117	0.000458, -0.001052
481	3	640.174890, 998.038665	-0.886388, 0.884755	-0.000002, -0.001232
482	1	640.006260, 360.005777	0.000015, 0.000020	-0.000000, 0.000000
482	2	374.338962, 966.664052	-1.030573, 0.670069	0.000458, -0.001048
482	3	639.288502, 998.922192	-0.886388, 0.883527	-0.000000, -0.001228
483	1	640.006275, 360.005797	0.000015, 0.000020	-0.000000, 0.000000
483	2	373.308847, 967.333077	-1.030115, 0.669025	0.000457, -0.001044
483	3	638.402116, 999.804493	-0.886387, 0.882302	0.000001, -0.001225
484	1	640.006290, 360.005817	0.000015, 0.000020	-0.000000, 0.000000
484	2	372.279189, 968.001062	-1.029658, 0.667985	0.000457, -0.001041
484	3	637.515732, 1000.685574	-0.886384, 0.881080	0.000003, -0.001221
485	1	640.006304, 360.005837	0.000015, 0.000020	-0.000000, 0.000000
485	2	371.249987, 968.668009	-1.029202, 0.666948	0.000457, -0.001037
485	3	636.629353, 1001.565436	-0.886379, 0.879862	0.000005, -0.001218
