Step	Body	Position (X, Y)	Velocity (X, Y)	Force (X, Y)
392	2	502.014131, 504.181098	-1.150184, -1.089846	0.000086, -0.000091
392	3	770.480675, 651.714652	-1.142185, 0.512055	-0.000010, -0.000022
393	1	640.004340, 360.003609	0.000017, 0.000030	-0.000077, 0.000113
393	2	501.156376, 503.358612	-1.143674, -1.096648	0.000087, -0.000091
393	3	769.622912, 652.096179	-1.143684, 0.508702	-0.000010, -0.000022
394	1	640.004353, 360.003631	0.000017, 0.000031	-0.000077, 0.000113
394	2	500.303534, 502.531054	-1.137123, -1.103411	0.000087, -0.000090
394	3	768.764031, 652.475188	-1.145174, 0.505346	-0.000010, -0.000022
395	1	640.004366, 360.003654	0.000017, 0.000031	-0.000078, 0.000112
395	2	499.455634, 501.698453	-1.130533, -1.110135	0.000088, -0.000090
395	3	767.904041, 652.851677	-1.146654, 0.501985	-0.000010, -0.000022
396	1	640.004379, 360.003677	0.000017, 0.000031	-0.000079, 0.000112
396	2	498.612707, 500.860839	-1.123903, -1.116819	0.000088, -0.000089
396	3	767.042948, 653.225642	-1.148123, 0.498620	-0.000010, -0.000022
397	1	640.004391, 360.003701	0.000017, 0.000031	-0.000079, 0.000111
397	2	497.774782, 500.018241	-1.117233, -1.123463	0.000089, -0.000089
397	3	766.180761, 653.597079	-1.149583, 0.495250	-0.000010, -0.000022
398	1	640.004404, 360.003724	0.000017, 0.000031	-0.000080, 0.000111
398	2	496.941889, 499.170691	-1.110524, -1.130068	0.000089, -0.000088
398	3	765.317486, 653.965986	-1.151033, 0.491876	-0.000010, -0.000022
399	1	640.004417, 360.003747	0.000017, 0.000031	-0.000080, 0.000110
399	2	496.114057, 498.318217	-1.103776, -1.136632	0.000090, -0.000088
399	3	764.453131, 654.332360	-1.152473, 0.488498	-0.000010, -0.000023
400	1	640.004429, 360.003770	0.000017, 0.000031	-0.000081, 0.000110
400	2	495.291314, 497.460850	-1.096990, -1.143156	0.000090, -0.000087
400	3	763.587703, 654.696197	-1.153904, 0.485116	-0.000010, -0.000023
401	1	640.004442, 360.003794	0.000017, 0.000031	-0.000082, 0.000109
401	2	494.473691, 496.598621	-1.090164, -1.149639	0.000091, -0.000086
401	3	762.721210, 655.057494	-1.155324, 0.481729	-0.000009, -0.000023
402	1	640.004454, 360.003817	0.000017, 0.000031	-0.000082, 0.000108
402	2	493.661216, 495.731560	-1.083301, -1.156081	0.000092, -0.000086
402	3	761.853660, 655.416248	-1.156734, 0.478338	-0.000009, -0.000023
403	1	640.004467, 360.003841	0.000017, 0.000031	-0.000083, 0.000108
403	2	492.853917, 494.859699	-1.076399, -1.162482	0.000092, -0.000085
403	3	760.985059, 655.772455	-1.158134, 0.474944	-0.000009, -0.000023
404	1	640.004479, 360.003864	0.000016, 0.000031	-0.000083, 0.000107
404	2	492.051822, 493.983068	-1.069460, -1.168841	0.000093, -0.000085
404	3	760.115416, 656.126114	-1.159525, 0.471545	-0.000009, -0.000023
405	1	640.004491, 360.003888	0.000016, 0.000031	-0.000084, 0.000107
405	2	491.254960, 493.101699	-1.062483, -1.175159	0.000093, -0.000084
405	3	759.244737, 656.477220	-1.160905, 0.468142	-0.000009, -0.000023
406	1	640.004504, 360.003911	0.000016, 0.000032	-0.000084, 0.000106
406	2	490.463359, 492.215622	-1.055468, -1.181436	0.000094, -0.000084
406	3	758.373030, 656.825771	-1.162275, 0.464734	-0.000009, -0.000023
407	1	640.004516, 360.003935	0.000016, 0.000032	-0.000085, 0.000106
407	2	489.677046, 491.324870	-1.048417, -1.187670	0.000094, -0.000083
407	3	757.500303, 657.171763	-1.163636, 0.461323	-0.000009, -0.000023
408	1	640.004528, 360.003959	0.000016, 0.000032	-0.000086, 0.000105
408	2	488.896050, 490.429473	-1.041329, -1.193862	0.000095, -0.000083
408	3	756.626564, 657.515194	-1.164986, 0.457908	-0.000009, -0.000023
409	1	640.004540, 360.003983	0.000016, 0.000032	-0.000086, 0.000105
409	2	488.120397, 489.529465	-1.034204, -1.200011	0.000095, -0.000082
409	3	755.751819, 657.856061	-1.166326, 0.454489	-0.000009, -0.000023
410	1	640.004552, 360.004007	0.000016, 0.000032	-0.000087, 0.000104
410	2	487.350114, 488.624876	-1.027043, -1.206118	0.000095, -0.000081
410	3	754.876077, 658.194361	-1.167657, 0.451066	-0.000009, -0.000023
411	1	640.004564, 360.004031	0.000016, 0.000032	-0.000087, 0.000104
411	2	486.585230, 487.715740	-1.019846, -1.212182	0.000096, -0.000081
411	3	753.999344, 658.530090	-1.168977, 0.447639	-0.000009, -0.000023
412	1	640.004576, 360.004055	0.000016, 0.000032	-0.000088, 0.000103
412	2	485.825770, 486.802088	-1.012613, -1.218203	0.000096, -0.000080
412	3	753.121629, 658.863246	-1.170287, 0.444208	-0.000009, -0.000023
413	1	640.004588, 360.004079	0.000016, 0.000032	-0.000088, 0.000103
413	2	485.071762, 485.883952	-1.005345, -1.224180	0.000097, -0.000080
413	3	752.242939, 659.193826	-1.171587, 0.440774	-0.000009, -0.000023
414	1	640.004600, 360.004103	0.000016, 0.000032	-0.000089, 0.000102
414	2	484.323231, 484.961367	-0.998041, -1.230114	0.000097, -0.000079
414	3	751.363281, 659.521828	-1.172877, 0.437335	-0.000009, -0.000023
415	1	640.004612, 360.004127	0.000016, 0.000032	-0.000089, 0.000101
415	2	483.580203, 484.034363	-0.990703, -1.236005	0.000098, -0.000079
415	3	750.482664, 659.847247	-1.174157, 0.433893	-0.000009, -0.000023
416	1	640.004624, 360.004151	0.000016, 0.000032	-0.000090, 0.000101
416	2	482.842706, 483.102975	-0.983329, -1.241851	0.000098, -0.000078
416	3	749.601094, 660.170083	-1.175426, 0.430447	-0.000008, -0.000023
417	1	640.004635, 360.004176	0.000016, 0.000032	-0.000090, 0.000100
417	2	482.110765, 482.167235	-0.975922, -1.247653	0.000099, -0.000077
417	3	748.718579, 660.490330	-1.176686, 0.426997	-0.000008, -0.000023
418	1	640.004647, 360.004200	0.000016, 0.000032	-0.000091, 0.000100
418	2	481.384405, 481.227177	-0.968480, -1.253411	0.000099, -0.000077
418	3	747.835128, 660.807988	-1.177935, 0.423544	-0.000008, -0.000023
419	1	640.004659, 360.004224	0.000016, 0.000033	-0.000091, 0.000099
419	2	480.663652, 480.282834	-0.961004, -1.259124	0.000100, -0.000076
419	3	746.950747, 661.123053	-1.179175, 0.420087	-0.000008, -0.000023
420	1	640.004670, 360.004249	0.000015, 0.000033	-0.000092, 0.000099
420	2	479.948531, 479.334240	-0.953495, -1.264793	0.000100, -0.000076
420	3	746.065444, 661.435522	-1.180404, 0.416626	-0.000008, -0.000023
421	1	640.004682, 360.004273	0.000015, 0.000033	-0.000092, 0.000098
421	2	479.239068, 478.381428	-0.945952, -1.270416	0.000101, -0.000075
421	3	745.179227, 661.745394	-1.181623, 0.413161	-0.000008, -0.000023
422	1	640.004693, 360.004298	0.000015, 0.000033	-0.000093, 0.000097
422	2	478.535286, 477.424432	-0.938376, -1.275995	0.000101, -0.000074
422	3	744.292103, 662.052664	-1.182832, 0.409694	-0.000008, -0.000023
423	1	640.004705, 360.004323	0.000015, 0.000033	-0.000093, 0.000097
423	2	477.837211, 476.463286	-0.930767, -1.281528	0.000101, -0.000074
423	3	743.404080, 662.357330	-1.184030, 0.406222	-0.000008, -0.000023
424	1	640.004716, 360.004347	0.000015, 0.000033	-0.000094, 0.000096
424	2	477.144867, 475.498024	-0.923125, -1.287015	0.000102, -0.000073
424	3	742.515166, 662.659391	-1.185219, 0.402747	-0.000008, -0.000023
425	1	640.004727, 360.004372	0.000015, 0.000033	-0.000094, 0.000096
425	2	476.458278, 474.528681	-0.915452, -1.292457	0.000102, -0.000073
425	3	741.625369, 662.958842	-1.186397, 0.399269	-0.000008, -0.000023
426	1	640.004739, 360.004397	0.000015, 0.000033	-0.000095, 0.000095
426	2	475.777469, 473.555292	-0.907746, -1.297853	0.000103, -0.000072
426	3	740.734695, 663.255682	-1.187565, 0.395787	-0.000008, -0.000023
427	1	640.004750, 360.004422	0.000015, 0.000033	-0.000095, 0.000095
427	2	475.102462, 472.577889	-0.900008, -1.303203	0.000103, -0.000071
427	3	739.843153, 663.549908	-1.188723, 0.392301	-0.000008, -0.000023
428	1	640.004761, 360.004447	0.000015, 0.000033	-0.000096, 0.000094
428	2	474.433283, 471.596509	-0.892239, -1.308507	0.000104, -0.000071
428	3	738.950751, 663.841517	-1.189870, 0.388813	-0.000008, -0.000023
429	1	640.004772, 360.004471	0.000015, 0.000033	-0.000096, 0.000093
429	2	473.769953, 470.611187	-0.884439, -1.313764	0.000104, -0.000070
429	3	738.057495, 664.130508	-1.191007, 0.385320	-0.000008, -0.000023
430	1	640.004783, 360.004496	0.000015, 0.000033	-0.000097, 0.000093
430	2	473.112497, 469.621956	-0.876608, -1.318974	0.000104, -0.000069
430	3	737.163394, 664.416877	-1.192134, 0.381825	-0.000008, -0.000023
431	1	640.004794, 360.004522	0.000015, 0.000033	-0.000097, 0.000092
431	2	472.460937, 468.628852	-0.868747, -1.324138	0.000105, -0.000069
431	3	736.268456, 664.700621	-1.193251, 0.378326	-0.000007, -0.000023
432	1	640.004805, 360.004547	0.000015, 0.000033	-0.000098, 0.000092
432	2	471.815296, 467.631912	-0.860855, -1.329255	0.000105, -0.000068
432	3	735.372688, 664.981739	-1.194357, 0.374824	-0.000007, -0.000023
433	1	640.004816, 360.004572	0.000015, 0.000034	-0.000098, 0.000091
433	2	471.175597, 466.631169	-0.852933, -1.334324	0.000106, -0.000068
433	3	734.476098, 665.260229	-1.195454, 0.371319	-0.000007, -0.000023
434	1	640.004827, 360.004597	0.000014, 0.000034	-0.000099, 0.000090
434	2	470.541861, 465.626659	-0.844981, -1.339346	0.000106, -0.000067
434	3	733.578693, 665.536086	-1.196539, 0.367810	-0.000007, -0.000023
435	1	640.004837, 360.004622	0.000014, 0.000034	-0.000099, 0.000090
435	2	469.914112, 464.618419	-0.836999, -1.344321	0.000106, -0.000066
435	3	732.680482, 665.809310	-1.197615, 0.364299	-0.000007, -0.000023
436	1	640.004848, 360.004648	0.000014, 0.000034	-0.000100, 0.000089
436	2	469.292370, 463.606483	-0.828989, -1.349247	0.000107, -0.000066
436	3	731.781472, 666.079898	-1.198680, 0.360784	-0.000007, -0.000023
437	1	640.004859, 360.004673	0.000014, 0.000034	-0.000100, 0.000089
437	2	468.676658, 462.590888	-0.820949, -1.354126	0.000107, -0.000065
437	3	730.881670, 666.347848	-1.199735, 0.357266	-0.000007, -0.000023
438	1	640.004869, 360.004698	0.000014, 0.000034	-0.000101, 0.000088
438	2	468.066997, 461.571670	-0.812881, -1.358957	0.000108, -0.000064
438	3	729.981086, 666.613156	-1.200780, 0.353745	-0.000007, -0.000023
439	1	640.004880, 360.004724	0.000014, 0.000034	-0.000101, 0.000087
439	2	467.463409, 460.548865	-0.804785, -1.363740	0.000108, -0.000064
439	3	729.079725, 666.875822	-1.201814, 0.350221	-0.000007, -0.000023
440	1	640.004890, 360.004749	0.000014, 0.000034	-0.000102, 0.000087
440	2	466.865914, 459.522509	-0.796660, -1.368474	0.000108, -0.000063
440	3	728.177597, 667.135842	-1.202838, 0.346694	-0.000007, -0.000024
441	1	640.004901, 360.004775	0.000014, 0.000034	-0.000102, 0.000086
441	2	466.274533, 458.492639	-0.788508, -1.373160	0.000109, -0.000062
441	3	727.274709, 667.393215	-1.203851, 0.343163	-0.000007, -0.000024
442	1	640.004911, 360.004801	0.000014, 0.000034	-0.000102, 0.000085
442	2	465.689287, 457.459291	-0.780328, -1.377797	0.000109, -0.000062
442	3	726.371068, 667.647937	-1.204854, 0.339630	-0.000007, -0.000024
443	1	640.004922, 360.004826	0.000014, 0.000034	-0.000103, 0.000085
443	2	465.110196, 456.422502	-0.772121, -1.382386	0.000109, -0.000061
443	3	725.466683, 667.900008	-1.205847, 0.336094	-0.000007, -0.000024
444	1	640.004932, 360.004852	0.000014, 0.000034	-0.000103, 0.000084
444	2	464.537280, 455.382308	-0.763887, -1.386925	0.000110, -0.000061
444	3	724.561561, 668.149424	-1.206829, 0.332555	-0.000007, -0.000024
445	1	640.004942, 360.004878	0.000014, 0.000034	-0.000104, 0.000083
445	2	463.970560, 454.338747	-0.755627, -1.391415	0.000110, -0.000060
445	3	723.655710, 668.396184	-1.207801, 0.329013	-0.000006, -0.000024
446	1	640.004952, 360.004903	0.000014, 0.000034	-0.000104, 0.000083
446	2	463.410055, 453.291855	-0.747340, -1.395856	0.000110, -0.000059
446	3	722.749138, 668.640286	-1.208763, 0.325469	-0.000006, -0.000024
447	1	640.004962, 360.004929	0.000013, 0.000034	-0.000104, 0.000082
447	2	462.855784, 452.241670	-0.739027, -1.400247	0.000111, -0.000059
447	3	721.841853, 668.881727	-1.209714, 0.321921	-0.000006, -0.000024
448	1	640.004972, 360.004955	0.000013, 0.000035	-0.000105, 0.000082
448	2	462.307768, 451.188229	-0.730689, -1.404588	0.000111, -0.000058
448	3	720.933862, 669.120505	-1.210654, 0.318371	-0.000006, -0.000024
449	1	640.004982, 360.004981	0.000013, 0.000035	-0.000105, 0.000081
449	2	461.766024, 450.131569	-0.722325, -1.408880	0.000112, -0.000057
449	3	720.025173, 669.356618	-1.211585, 0.314818	-0.000006, -0.000024
450	1	640.004992, 360.005007	0.000013, 0.000035	-0.000106, 0.000080
450	2	461.230572, 449.071728	-0.713936, -1.413122	0.000112, -0.000057
450	3	719.115795, 669.590065	-1.212505, 0.311262	-0.000006, -0.000024
451	1	640.005002, 360.005033	0.000013, 0.000035	-0.000106, 0.000080
451	2	460.701430, 448.008742	-0.705523, -1.417314	0.000112, -0.000056
451	3	718.205734, 669.820842	-1.213414, 0.307703	-0.000006, -0.000024
452	1	640.005012, 360.005059	0.000013, 0.000035	-0.000107, 0.000079
452	2	460.178617, 446.942651	-0.697084, -1.421455	0.000113, -0.000055
452	3	717.295000, 670.048949	-1.214313, 0.304142	-0.000006, -0.000024
453	1	640.005021, 360.005085	0.000013, 0.000035	-0.000107, 0.000078
453	2	459.662150, 445.873491	-0.688622, -1.425546	0.000113, -0.000055
453	3	716.383599, 670.274383	-1.215201, 0.300579	-0.000006, -0.000024
454	1	640.005031, 360.005111	0.000013, 0.000035	-0.000107, 0.000078
454	2	459.152049, 444.801301	-0.680135, -1.429587	0.000113, -0.000054
454	3	715.471539, 670.497142	-1.216079, 0.297012	-0.000006, -0.000024
455	1	640.005041, 360.005138	0.000013, 0.000035	-0.000108, 0.000077
455	2	458.648329, 443.726118	-0.671625, -1.433577	0.000113, -0.000053
455	3	714.558829, 670.717224	-1.216947, 0.293443	-0.000006, -0.000024
456	1	640.005050, 360.005164	0.000013, 0.000035	-0.000108, 0.000076
456	2	458.151010, 442.647981	-0.663092, -1.437516	0.000114, -0.000053
456	3	713.645477, 670.934628	-1.217804, 0.289872	-0.000006, -0.000024
457	1	640.005060, 360.005190	0.000013, 0.000035	-0.000108, 0.000076
457	2	457.660108, 441.566927	-0.654536, -1.441405	0.000114, -0.000052
457	3	712.731489, 671.149351	-1.218650, 0.286298	-0.000006, -0.000024
458	1	640.005069, 360.005216	0.000013, 0.000035	-0.000109, 0.000075
458	2	457.175641, 440.482995	-0.645957, -1.445242	0.000114, -0.000051
458	3	711.816875, 671.361392	-1.219486, 0.282721	-0.000006, -0.000024
459	1	640.005079, 360.005243	0.000012, 0.000035	-0.000109, 0.000074
459	2	456.697624, 439.396224	-0.637356, -1.449028	0.000115, -0.000050
459	3	710.901641, 671.570749	-1.220312, 0.279142	-0.000006, -0.000024
460	1	640.005088, 360.005269	0.000012, 0.000035	-0.000110, 0.000074
460	2	456.226075, 438.306652	-0.628732, -1.452763	0.000115, -0.000050
460	3	709.985796, 671.777419	-1.221127, 0.275561	-0.000005, -0.000024
461	1	640.005097, 360.005296	0.000012, 0.000035	-0.000110, 0.000073
461	2	455.761009, 437.214317	-0.620087, -1.456446	0.000115, -0.000049
461	3	709.069348, 671.981402	-1.221931, 0.271977	-0.000005, -0.000024
462	1	640.005106, 360.005322	0.000012, 0.000035	-0.000110, 0.000072
462	2	455.302444, 436.119259	-0.611421, -1.460078	0.000116, -0.000048
462	3	708.152304, 672.182695	-1.222725, 0.268391	-0.000005, -0.000024
463	1	640.005115, 360.005349	0.000012, 0.000035	-0.000111, 0.000072
463	2	454.850394, 435.021515	-0.602733, -1.463658	0.000116, -0.000048
463	3	707.234673, 672.381297	-1.223508, 0.264803	-0.000005, -0.000024
464	1	640.005124, 360.005375	0.000012, 0.000035	-0.000111, 0.000071
464	2	454.404876, 433.921125	-0.594024, -1.467187	0.000116, -0.000047
464	3	706.316462, 672.577206	-1.224281, 0.261212	-0.000005, -0.000024
465	1	640.005133, 360.005402	0.000012, 0.000035	-0.000111, 0.000070
465	2	453.965905, 432.818128	-0.585295, -1.470663	0.000116, -0.000046
465	3	705.397680, 672.770420	-1.225043, 0.257619	-0.000005, -0.000024
466	1	640.005142, 360.005429	0.000012, 0.000036	-0.000112, 0.000070
466	2	453.533496, 431.712563	-0.576546, -1.474087	0.000117, -0.000046
466	3	704.478334, 672.960938	-1.225795, 0.254024	-0.000005, -0.000024
467	1	640.005151, 360.005455	0.000012, 0.000036	-0.000112, 0.000069
467	2	453.107663, 430.604468	-0.567776, -1.477459	0.000117, -0.000045
467	3	703.558431, 673.148758	-1.226536, 0.250426	-0.000005, -0.000024
468	1	640.005160, 360.005482	0.000012, 0.000036	-0.000112, 0.000068
468	2	452.688423, 429.493883	-0.558987, -1.480779	0.000117, -0.000044
468	3	702.637981, 673.333878	-1.227267, 0.246827	-0.000005, -0.000024
469	1	640.005169, 360.005509	0.000012, 0.000036	-0.000113, 0.000068
469	2	452.275788, 428.380848	-0.550179, -1.484047	0.000117, -0.000044
469	3	701.716991, 673.516296	-1.227987, 0.243225	-0.000005, -0.000024
470	1	640.005177, 360.005536	0.000012, 0.000036	-0.000113, 0.000067
470	2	451.869774, 427.265402	-0.541352, -1.487262	0.000118, -0.000043
470	3	700.795469, 673.696012	-1.228696, 0.239621	-0.000005, -0.000024
471	1	640.005186, 360.005562	0.000011, 0.000036	-0.000113, 0.000066
471	2	451.470394, 426.147584	-0.532506, -1.490424	0.000118, -0.000042
471	3	699.873423, 673.873023	-1.229395, 0.236015	-0.000005, -0.000024
472	1	640.005194, 360.005589	0.000011, 0.000036	-0.000114, 0.000066
472	2	451.077663, 425.027433	-0.523642, -1.493534	0.000118, -0.000041
472	3	698.950861, 674.047329	-1.230083, 0.232407	-0.000005, -0.000024
473	1	640.005203, 360.005616	0.000011, 0.000036	-0.000114, 0.000065
473	2	450.691592, 423.904990	-0.514760, -1.496591	0.000118, -0.000041
473	3	698.027790, 674.218927	-1.230761, 0.228797	-0.000005, -0.000024
474	1	640.005211, 360.005643	0.000011, 0.000036	-0.000114, 0.000064
474	2	450.312197, 422.780294	-0.505860, -1.499595	0.000119, -0.000040
474	3	697.104220, 674.387816	-1.231428, 0.225185	-0.000004, -0.000024
475	1	640.005220, 360.005670	0.000011, 0.000036	-0.000115, 0.000063
475	2	449.939490, 421.653384	-0.496943, -1.502546	0.000119, -0.000039
475	3	696.180157, 674.553994	-1.232084, 0.221571	-0.000004, -0.000024
476	1	640.005228, 360.005697	0.000011, 0.000036	-0.000115, 0.000063
476	2	449.573483, 420.524301	-0.488009, -1.505444	0.000119, -0.000039
476	3	695.255609, 674.717461	-1.232730, 0.217956	-0.000004, -0.000024
477	1	640.005236, 360.005724	0.000011, 0.000036	-0.000115, 0.000062
477	2	449.214190, 419.393085	-0.479058, -1.508288	0.000119, -0.000038
477	3	694.330585, 674.878214	-1.233365, 0.214338	-0.000004, -0.000024
478	1	640.005244, 360.005751	0.000011, 0.000036	-0.000115, 0.000061
478	2	448.861622, 418.259776	-0.470090, -1.511080	0.000120, -0.000037
478	3	693.405093, 675.036253	-1.233989, 0.210718	-0.000004, -0.000024
479	1	640.005252, 360.005778	0.000011, 0.000036	-0.000116, 0.000061
479	2	448.515792, 417.124412	-0.461107, -1.513817	0.000120, -0.000037
479	3	692.479141, 675.191575	-1.234603, 0.207097	-0.000004, -0.000024
480	1	640.005260, 360.005806	0.000011, 0.000036	-0.000116, 0.000060
480	2	448.176712, 415.987036	-0.452107, -1.516502	0.000120, -0.000036
480	3	691.552736, 675.344181	-1.235207, 0.203474	-0.000004, -0.000024
481	1	640.005268, 360.005833	0.000011, 0.000036	-0.000116, 0.000059
481	2	447.844393, 414.847687	-0.443092, -1.519133	0.000120, -0.000035
481	3	690.625886, 675.494067	-1.235799, 0.199849	-0.000004, -0.000024
482	1	640.005276, 360.005860	0.000011, 0.000036	-0.000117, 0.000059
482	2	447.518846, 413.706404	-0.434062, -1.521710	0.000120, -0.000034
482	3	689.698601, 675.641234	-1.236381, 0.196222	-0.000004, -0.000024
483	1	640.005284, 360.005887	0.000010, 0.000036	-0.000117, 0.000058
483	2	447.200083, 412.563229	-0.425017, -1.524233	0.000121, -0.000034
483	3	688.770886, 675.785679	-1.236952, 0.192594	-0.000004, -0.000024
484	1	640.005292, 360.005914	0.000010, 0.000036	-0.000117, 0.000057
484	2	446.888115, 411.418202	-0.415958, -1.526703	0.000121, -0.000033
484	3	687.842752, 675.927402	-1.237513, 0.188964	-0.000004, -0.000024
485	1	640.005300, 360.005942	0.000010, 0.000036	-0.000117, 0.000056
485	2	446.582952, 410.271364	-0.406884, -1.529118	0.000121, -0.000032
485	3	686.914205, 676.066401	-1.238063, 0.185332	-0.000004, -0.000024
486	1	640.005307, 360.005969	0.000010, 0.000036	-0.000118, 0.000056
486	2	446.284604, 409.122754	-0.397797, -1.531480	0.000121, -0.000031
486	3	685.985253, 676.202675	-1.238602, 0.181699	-0.000004, -0.000024
487	1	640.005315, 360.005997	0.000010, 0.000037	-0.000118, 0.000055
487	2	445.993083, 407.972413	-0.388696, -1.533787	0.000121, -0.000031
487	3	685.055905, 676.336223	-1.239131, 0.178064	-0.000004, -0.000024
488	1	640.005322, 360.006024	0.000010, 0.000037	-0.000118, 0.000054
488	2	445.708397, 406.820383	-0.379581, -1.536041	0.000122, -0.000030
488	3	684.126168, 676.467043	-1.239649, 0.174427	-0.000003, -0.000024
489	1	640.005330, 360.006051	0.000010, 0.000037	-0.000118, 0.000054
489	2	445.430556, 405.666703	-0.370454, -1.538240	0.000122, -0.000029
489	3	683.196052, 676.595136	-1.240156, 0.170790	-0.000003, -0.000024
490	1	640.005337, 360.006079	0.000010, 0.000037	-0.000119, 0.000053
490	2	445.159571, 404.511414	-0.361314, -1.540385	0.000122, -0.000029
490	3	682.265562, 676.720498	-1.240652, 0.167150	-0.000003, -0.000024
491	1	640.005344, 360.006106	0.000010, 0.000037	-0.000119, 0.000052
491	2	444.895449, 403.354558	-0.352162, -1.542475	0.000122, -0.000028
491	3	681.334709, 676.843130	-1.241138, 0.163509	-0.000003, -0.000024
492	1	640.005352, 360.006134	0.000010, 0.000037	-0.000119, 0.000051
492	2	444.638201, 402.196174	-0.342998, -1.544511	0.000122, -0.000027
492	3	680.403499, 676.963031	-1.241613, 0.159867	-0.000003, -0.000024
493	1	640.005359, 360.006161	0.000010, 0.000037	-0.000119, 0.000051
493	2	444.387834, 401.036305	-0.333822, -1.546493	0.000122, -0.000026
493	3	679.471940, 677.080198	-1.242078, 0.156223	-0.000003, -0.000024
494	1	640.005366, 360.006189	0.000009, 0.000037	-0.000119, 0.000050
494	2	444.144357, 399.874990	-0.324636, -1.548420	0.000122, -0.000026
494	3	678.540042, 677.194632	-1.242531, 0.152578	-0.000003, -0.000024
495	1	640.005373, 360.006217	0.000009, 0.000037	-0.000120, 0.000049
495	2	443.907779, 398.712271	-0.315438, -1.550292	0.000123, -0.000025
495	3	677.607811, 677.306331	-1.242974, 0.148932	-0.000003, -0.000024
496	1	640.005380, 360.006244	0.000009, 0.000037	-0.000120, 0.000049
496	2	443.678107, 397.548189	-0.306229, -1.552109	0.000123, -0.000024
496	3	676.675256, 677.415294	-1.243407, 0.145284	-0.000003, -0.000024
497	1	640.005387, 360.006272	0.000009, 0.000037	-0.000120, 0.000048
497	2	443.455349, 396.382785	-0.297010, -1.553872	0.000123, -0.000024
497	3	675.742385, 677.521521	-1.243828, 0.141636	-0.000003, -0.000024
498	1	640.005394, 360.006300	0.000009, 0.000037	-0.000120, 0.000047
498	2	443.239513, 395.216100	-0.287782, -1.555580	0.000123, -0.000023
498	3	674.809205, 677.625010	-1.244239, 0.137986	-0.000003, -0.000024
499	1	640.005400, 360.006327	0.000009, 0.000037	-0.000121, 0.000046
499	2	443.030606, 394.048175	-0.278543, -1.557233	0.000123, -0.000022
499	3	673.875726, 677.725761	-1.244639, 0.134334	-0.000003, -0.000024
500	1	640.005407, 360.006355	0.000009, 0.000037	-0.000121, 0.000046
500	2	442.828634, 392.879051	-0.269295, -1.558832	0.000123, -0.000021
500	3	672.941954, 677.823772	-1.245029, 0.130682	-0.000003, -0.000024
501	1	640.005414, 360.006383	0.000009, 0.000037	-0.000121, 0.000045
501	2	442.633605, 391.708770	-0.260039, -1.560375	0.000123, -0.000021
501	3	672.007899, 677.919043	-1.245407, 0.127028	-0.000003, -0.000024
502	1	640.005420, 360.006411	0.000009, 0.000037	-0.000121, 0.000044
502	2	442.445526, 390.537373	-0.250773, -1.561863	0.000124, -0.000020
502	3	671.073568, 678.011573	-1.245775, 0.123374	-0.000002, -0.000024
503	1	640.005427, 360.006439	0.000009, 0.000037	-0.000121, 0.000043
503	2	442.264401, 389.364901	-0.241499, -1.563296	0.000124, -0.000019
503	3	670.138968, 678.101362	-1.246132, 0.119718	-0.000002, -0.000024
504	1	640.005433, 360.006466	0.000009, 0.000037	-0.000121, 0.000043
504	2	442.090238, 388.191395	-0.232217, -1.564674	0.000124, -0.000018
504	3	669.204109, 678.188408	-1.246479, 0.116061	-0.000002, -0.000024
505	1	640.005439, 360.006494	0.000008, 0.000037	-0.000122, 0.000042
505	2	441.923042, 387.016897	-0.222928, -1.565997	0.000124, -0.000018
505	3	668.268998, 678.272710	-1.246814, 0.112403	-0.000002, -0.000024
506	1	640.005446, 360.006522	0.000008, 0.000037	-0.000122, 0.000041
506	2	441.762819, 385.841448	-0.213631, -1.567265	0.000124, -0.000017
506	3	667.333644, 678.354268	-1.247139, 0.108744	-0.000002, -0.000024
507	1	640.005452, 360.006550	0.000008, 0.000037	-0.000122, 0.000041
507	2	441.609574, 384.665090	-0.204327, -1.568477	0.000124, -0.000016
507	3	666.398054, 678.433082	-1.247454, 0.105085	-0.000002, -0.000024
508	1	640.005458, 360.006578	0.000008, 0.000037	-0.000122, 0.000040
508	2	441.463312, 383.487864	-0.195016, -1.569635	0.000124, -0.000015
508	3	665.462236, 678.509150	-1.247757, 0.101424	-0.000002, -0.000024
509	1	640.005464, 360.006606	0.000008, 0.000037	-0.000122, 0.000039
509	2	441.324037, 382.309812	-0.185699, -1.570736	0.000124, -0.000015
509	3	664.526199, 678.582472	-1.248050, 0.097763	-0.000002, -0.000024
510	1	640.005470, 360.006634	0.000008, 0.000037	-0.000122, 0.000038
510	2	441.191755, 381.130975	-0.176376, -1.571783	0.000124, -0.000014
510	3	663.589950, 678.653047	-1.248332, 0.094100	-0.000002, -0.000024
511	1	640.005476, 360.006662	0.000008, 0.000037	-0.000123, 0.000038
511	2	441.066469, 379.951394	-0.167047, -1.572774	0.000124, -0.000013
511	3	662.653498, 678.720875	-1.248603, 0.090437	-0.000002, -0.000024
512	1	640.005482, 360.006690	0.000008, 0.000037	-0.000123, 0.000037
512	2	440.948185, 378.771112	-0.157713, -1.573710	0.000124, -0.000012
512	3	661.716851, 678.785954	-1.248863, 0.086773	-0.000002, -0.000024
513	1	640.005488, 360.006718	0.000008, 0.000037	-0.000123, 0.000036
513	2	440.836904, 377.590169	-0.148374, -1.574590	0.000125, -0.000012
