Step	Body	Position (X, Y)	Velocity (X, Y)	Force (X, Y)
777	2	620.226192, 160.406117	1.568318, -0.160536	0.000013, 0.000124
777	3	431.529824, 602.290781	-0.950576, -0.813934	0.000016, -0.000019
778	1	640.004832, 360.013662	-0.000011, 0.000028	-0.000028, -0.000105
778	2	621.403119, 160.292671	1.569237, -0.151261	0.000012, 0.000124
778	3	430.818688, 601.678244	-0.948182, -0.816716	0.000016, -0.000019
779	1	640.004824, 360.013682	-0.000011, 0.000028	-0.000028, -0.000105
779	2	622.580695, 160.186185	1.570101, -0.141981	0.000012, 0.000124
779	3	430.109353, 601.063625	-0.945779, -0.819492	0.000016, -0.000019
780	1	640.004815, 360.013703	-0.000011, 0.000027	-0.000027, -0.000105
780	2	623.758878, 160.086663	1.570911, -0.132696	0.000011, 0.000124
780	3	429.401827, 600.446930	-0.943369, -0.822260	0.000016, -0.000018
781	1	640.004807, 360.013723	-0.000011, 0.000027	-0.000026, -0.000105
781	2	624.937627, 159.994108	1.571666, -0.123406	0.000010, 0.000124
781	3	428.696114, 599.828164	-0.940950, -0.825021	0.000016, -0.000018
782	1	640.004799, 360.013744	-0.000011, 0.000027	-0.000026, -0.000106
782	2	626.116902, 159.908524	1.572366, -0.114112	0.000009, 0.000124
782	3	427.992221, 599.207332	-0.938524, -0.827775	0.000016, -0.000018
783	1	640.004791, 360.013764	-0.000011, 0.000027	-0.000025, -0.000106
783	2	627.296660, 159.829913	1.573011, -0.104815	0.000009, 0.000124
783	3	427.290155, 598.584441	-0.936089, -0.830522	0.000016, -0.000018
784	1	640.004782, 360.013785	-0.000011, 0.000027	-0.000024, -0.000106
784	2	628.476861, 159.758278	1.573602, -0.095513	0.000008, 0.000124
784	3	426.589920, 597.959494	-0.933646, -0.833262	0.000016, -0.000018
785	1	640.004774, 360.013805	-0.000011, 0.000027	-0.000023, -0.000106
785	2	629.657464, 159.693622	1.574137, -0.086208	0.000007, 0.000124
785	3	425.891524, 597.332499	-0.931195, -0.835994	0.000016, -0.000018
786	1	640.004766, 360.013825	-0.000011, 0.000027	-0.000023, -0.000106
786	2	630.838428, 159.635947	1.574618, -0.076900	0.000006, 0.000124
786	3	425.194971, 596.703459	-0.928736, -0.838720	0.000016, -0.000018
787	1	640.004757, 360.013846	-0.000011, 0.000027	-0.000022, -0.000106
787	2	632.019710, 159.585254	1.575044, -0.067590	0.000006, 0.000124
787	3	424.500269, 596.072380	-0.926270, -0.841438	0.000016, -0.000018
788	1	640.004749, 360.013866	-0.000011, 0.000027	-0.000021, -0.000106
788	2	633.201272, 159.541546	1.575415, -0.058277	0.000005, 0.000124
788	3	423.807423, 595.439269	-0.923795, -0.844149	0.000016, -0.000018
789	1	640.004741, 360.013886	-0.000011, 0.000027	-0.000021, -0.000106
789	2	634.383070, 159.504824	1.575731, -0.048962	0.000004, 0.000124
789	3	423.116439, 594.804130	-0.921312, -0.846852	0.000017, -0.000018
790	1	640.004732, 360.013906	-0.000011, 0.000027	-0.000020, -0.000106
790	2	635.565064, 159.475090	1.575992, -0.039646	0.000003, 0.000124
790	3	422.427322, 594.166969	-0.918822, -0.849548	0.000017, -0.000018
791	1	640.004724, 360.013926	-0.000011, 0.000027	-0.000019, -0.000106
791	2	636.747213, 159.452344	1.576198, -0.030328	0.000003, 0.000124
791	3	421.740080, 593.527791	-0.916323, -0.852237	0.000017, -0.000018
792	1	640.004715, 360.013946	-0.000011, 0.000027	-0.000019, -0.000106
792	2	637.929475, 159.436587	1.576350, -0.021009	0.000002, 0.000124
792	3	421.054717, 592.886602	-0.913817, -0.854919	0.000017, -0.000018
793	1	640.004707, 360.013966	-0.000011, 0.000026	-0.000018, -0.000106
793	2	639.111810, 159.427820	1.576446, -0.011690	0.000001, 0.000124
793	3	420.371240, 592.243408	-0.911303, -0.857593	0.000017, -0.000018
794	1	640.004699, 360.013985	-0.000011, 0.000026	-0.000017, -0.000106
794	2	640.294176, 159.426043	1.576488, -0.002370	0.000001, 0.000124
794	3	419.689655, 591.598213	-0.908781, -0.860259	0.000017, -0.000018
795	1	640.004690, 360.014005	-0.000011, 0.000026	-0.000017, -0.000107
795	2	641.476531, 159.431255	1.576474, 0.006951	-0.000000, 0.000124
795	3	419.009967, 590.951024	-0.906251, -0.862919	0.000017, -0.000018
796	1	640.004682, 360.014025	-0.000011, 0.000026	-0.000016, -0.000107
796	2	642.658836, 159.443458	1.576406, 0.016270	-0.000001, 0.000124
796	3	418.332182, 590.301847	-0.903713, -0.865570	0.000017, -0.000018
797	1	640.004673, 360.014044	-0.000011, 0.000026	-0.000015, -0.000107
797	2	643.841048, 159.462651	1.576283, 0.025590	-0.000002, 0.000124
797	3	417.656306, 589.650686	-0.901168, -0.868215	0.000017, -0.000018
798	1	640.004665, 360.014064	-0.000011, 0.000026	-0.000015, -0.000107
798	2	645.023126, 159.488832	1.576104, 0.034908	-0.000002, 0.000124
798	3	416.982345, 588.997547	-0.898615, -0.870851	0.000017, -0.000018
799	1	640.004656, 360.014083	-0.000011, 0.000026	-0.000014, -0.000107
799	2	646.205029, 159.522001	1.575871, 0.044225	-0.000003, 0.000124
799	3	416.310305, 588.342437	-0.896054, -0.873481	0.000017, -0.000018
800	1	640.004648, 360.014103	-0.000011, 0.000026	-0.000013, -0.000107
800	2	647.386716, 159.562156	1.575583, 0.053541	-0.000004, 0.000124
800	3	415.640191, 587.685360	-0.893485, -0.876102	0.000017, -0.000017
801	1	640.004639, 360.014122	-0.000011, 0.000026	-0.000013, -0.000107
801	2	648.568146, 159.609297	1.575240, 0.062855	-0.000005, 0.000124
801	3	414.972009, 587.026322	-0.890909, -0.878717	0.000017, -0.000017
802	1	640.004631, 360.014141	-0.000011, 0.000026	-0.000012, -0.000107
802	2	649.749278, 159.663422	1.574842, 0.072166	-0.000005, 0.000124
802	3	414.305765, 586.365330	-0.888325, -0.881323	0.000017, -0.000017
803	1	640.004622, 360.014161	-0.000011, 0.000026	-0.000011, -0.000107
803	2	650.930070, 159.724529	1.574389, 0.081476	-0.000006, 0.000124
803	3	413.641464, 585.702388	-0.885734, -0.883922	0.000017, -0.000017
804	1	640.004614, 360.014180	-0.000011, 0.000026	-0.000011, -0.000107
804	2	652.110481, 159.792615	1.573882, 0.090782	-0.000007, 0.000124
804	3	412.979113, 585.037503	-0.883135, -0.886513	0.000017, -0.000017
805	1	640.004606, 360.014199	-0.000011, 0.000026	-0.000010, -0.000107
805	2	653.290471, 159.867679	1.573319, 0.100085	-0.000007, 0.000124
805	3	412.318717, 584.370680	-0.880528, -0.889097	0.000017, -0.000017
806	1	640.004597, 360.014218	-0.000011, 0.000025	-0.000009, -0.000107
806	2	654.469997, 159.949718	1.572702, 0.109385	-0.000008, 0.000124
806	3	411.660282, 583.701925	-0.877914, -0.891673	0.000017, -0.000017
807	1	640.004588, 360.014237	-0.000011, 0.000025	-0.000009, -0.000107
807	2	655.649019, 160.038729	1.572030, 0.118681	-0.000009, 0.000124
807	3	411.003813, 583.031244	-0.875292, -0.894241	0.000017, -0.000017
808	1	640.004580, 360.014256	-0.000011, 0.000025	-0.000008, -0.000107
808	2	656.827496, 160.134708	1.571303, 0.127973	-0.000010, 0.000124
808	3	410.349316, 582.358643	-0.872663, -0.896802	0.000018, -0.000017
809	1	640.004571, 360.014275	-0.000011, 0.000025	-0.000007, -0.000107
809	2	658.005387, 160.237653	1.570521, 0.137260	-0.000010, 0.000124
809	3	409.696796, 581.684127	-0.870026, -0.899355	0.000018, -0.000017
810	1	640.004563, 360.014294	-0.000011, 0.000025	-0.000006, -0.000107
810	2	659.182651, 160.347561	1.569685, 0.146543	-0.000011, 0.000124
810	3	409.046260, 581.007702	-0.867382, -0.901900	0.000018, -0.000017
811	1	640.004554, 360.014313	-0.000011, 0.000025	-0.000006, -0.000107
811	2	660.359246, 160.464426	1.568794, 0.155821	-0.000012, 0.000124
811	3	408.397712, 580.329374	-0.864730, -0.904437	0.000018, -0.000017
812	1	640.004546, 360.014331	-0.000011, 0.000025	-0.000005, -0.000107
812	2	661.535132, 160.588246	1.567848, 0.165093	-0.000013, 0.000124
812	3	407.751159, 579.649149	-0.862071, -0.906967	0.000018, -0.000017
813	1	640.004537, 360.014350	-0.000011, 0.000025	-0.000004, -0.000107
813	2	662.710267, 160.719015	1.566847, 0.174359	-0.000013, 0.000124
813	3	407.106605, 578.967033	-0.859405, -0.909488	0.000018, -0.000017
814	1	640.004529, 360.014368	-0.000011, 0.000025	-0.000004, -0.000107
814	2	663.884611, 160.856730	1.565792, 0.183620	-0.000014, 0.000123
814	3	406.464057, 578.283031	-0.856731, -0.912002	0.000018, -0.000017
815	1	640.004520, 360.014387	-0.000011, 0.000025	-0.000003, -0.000107
815	2	665.058123, 161.001386	1.564683, 0.192874	-0.000015, 0.000123
815	3	405.823520, 577.597151	-0.854050, -0.914508	0.000018, -0.000017
816	1	640.004512, 360.014405	-0.000011, 0.000025	-0.000002, -0.000107
816	2	666.230762, 161.152977	1.563518, 0.202122	-0.000016, 0.000123
816	3	405.184999, 576.909396	-0.851361, -0.917006	0.000018, -0.000017
817	1	640.004503, 360.014424	-0.000011, 0.000025	-0.000002, -0.000107
817	2	667.402487, 161.311499	1.562300, 0.211362	-0.000016, 0.000123
817	3	404.548500, 576.219774	-0.848665, -0.919496	0.000018, -0.000017
818	1	640.004495, 360.014442	-0.000011, 0.000024	-0.000001, -0.000107
818	2	668.573257, 161.476945	1.561027, 0.220595	-0.000017, 0.000123
818	3	403.914029, 575.528291	-0.845962, -0.921978	0.000018, -0.000017
819	1	640.004486, 360.014461	-0.000011, 0.000024	-0.000000, -0.000107
819	2	669.743031, 161.649311	1.559699, 0.229821	-0.000018, 0.000123
819	3	403.281590, 574.834952	-0.843252, -0.924452	0.000018, -0.000016
820	1	640.004478, 360.014479	-0.000011, 0.000024	0.000000, -0.000106
820	2	670.911769, 161.828590	1.558317, 0.239039	-0.000018, 0.000123
820	3	402.651189, 574.139763	-0.840534, -0.926918	0.000018, -0.000016
821	1	640.004469, 360.014497	-0.000011, 0.000024	0.000001, -0.000106
821	2	672.079430, 162.014776	1.556881, 0.248248	-0.000019, 0.000123
821	3	402.022832, 573.442730	-0.837809, -0.929377	0.000018, -0.000016
822	1	640.004461, 360.014515	-0.000011, 0.000024	0.000002, -0.000106
822	2	673.245973, 162.207863	1.555391, 0.257449	-0.000020, 0.000123
822	3	401.396524, 572.743860	-0.835077, -0.931827	0.000018, -0.000016
823	1	640.004452, 360.014533	-0.000011, 0.000024	0.000002, -0.000106
823	2	674.411357, 162.407843	1.553846, 0.266641	-0.000021, 0.000123
823	3	400.772271, 572.043159	-0.832338, -0.934269	0.000018, -0.000016
824	1	640.004443, 360.014551	-0.000011, 0.000024	0.000003, -0.000106
824	2	675.575543, 162.614711	1.552247, 0.275824	-0.000021, 0.000122
824	3	400.150077, 571.340632	-0.829592, -0.936703	0.000018, -0.000016
825	1	640.004435, 360.014569	-0.000011, 0.000024	0.000004, -0.000106
825	2	676.738488, 162.828459	1.550594, 0.284997	-0.000022, 0.000122
825	3	399.529948, 570.636285	-0.826838, -0.939129	0.000018, -0.000016
826	1	640.004426, 360.014587	-0.000011, 0.000024	0.000004, -0.000106
826	2	677.900153, 163.049079	1.548887, 0.294160	-0.000023, 0.000122
826	3	398.911890, 569.930125	-0.824078, -0.941547	0.000018, -0.000016
827	1	640.004418, 360.014605	-0.000011, 0.000024	0.000005, -0.000106
827	2	679.060498, 163.276564	1.547126, 0.303313	-0.000023, 0.000122
827	3	398.295907, 569.222158	-0.821310, -0.943956	0.000018, -0.000016
828	1	640.004409, 360.014622	-0.000011, 0.000024	0.000006, -0.000106
828	2	680.219481, 163.510906	1.545311, 0.312456	-0.000024, 0.000122
828	3	397.682006, 568.512390	-0.818536, -0.946358	0.000018, -0.000016
829	1	640.004401, 360.014640	-0.000011, 0.000024	0.000006, -0.000106
829	2	681.377062, 163.752097	1.543442, 0.321588	-0.000025, 0.000122
829	3	397.070190, 567.800826	-0.815754, -0.948751	0.000019, -0.000016
830	1	640.004392, 360.014658	-0.000011, 0.000024	0.000007, -0.000106
830	2	682.533202, 164.000129	1.541519, 0.330709	-0.000026, 0.000122
830	3	396.460466, 567.087474	-0.812965, -0.951136	0.000019, -0.000016
831	1	640.004384, 360.014675	-0.000011, 0.000023	0.000008, -0.000106
831	2	683.687859, 164.254992	1.539543, 0.339818	-0.000026, 0.000121
831	3	395.852839, 566.372339	-0.810170, -0.953513	0.000019, -0.000016
832	1	640.004375, 360.014693	-0.000011, 0.000023	0.000008, -0.000106
832	2	684.840993, 164.516679	1.537513, 0.348916	-0.000027, 0.000121
832	3	395.247314, 565.655427	-0.807367, -0.955882	0.000019, -0.000016
833	1	640.004367, 360.014710	-0.000011, 0.000023	0.000009, -0.000105
833	2	685.992565, 164.785180	1.535429, 0.358001	-0.000028, 0.000121
833	3	394.643896, 564.936745	-0.804558, -0.958243	0.000019, -0.000016
834	1	640.004358, 360.014728	-0.000011, 0.000023	0.000010, -0.000105
834	2	687.142534, 165.060486	1.533292, 0.367075	-0.000028, 0.000121
834	3	394.042590, 564.216299	-0.801741, -0.960595	0.000019, -0.000016
835	1	640.004350, 360.014745	-0.000011, 0.000023	0.000010, -0.000105
835	2	688.290859, 165.342587	1.531101, 0.376135	-0.000029, 0.000121
835	3	393.443402, 563.494095	-0.798918, -0.962939	0.000019, -0.000016
836	1	640.004341, 360.014762	-0.000011, 0.000023	0.000011, -0.000105
836	2	689.437502, 165.631474	1.528857, 0.385183	-0.000030, 0.000121
836	3	392.846336, 562.770139	-0.796088, -0.965274	0.000019, -0.000016
837	1	640.004333, 360.014780	-0.000011, 0.000023	0.000012, -0.000105
837	2	690.582421, 165.927137	1.526559, 0.394217	-0.000031, 0.000120
837	3	392.251398, 562.044437	-0.793251, -0.967602	0.000019, -0.000016
838	1	640.004324, 360.014797	-0.000011, 0.000023	0.000012, -0.000105
838	2	691.725578, 166.229565	1.524209, 0.403237	-0.000031, 0.000120
838	3	391.658592, 561.316997	-0.790407, -0.969921	0.000019, -0.000015
839	1	640.004316, 360.014814	-0.000011, 0.000023	0.000013, -0.000105
839	2	692.866931, 166.538748	1.521805, 0.412244	-0.000032, 0.000120
839	3	391.067925, 560.587823	-0.787557, -0.972231	0.000019, -0.000015
840	1	640.004308, 360.014831	-0.000011, 0.000023	0.000014, -0.000105
840	2	694.006442, 166.854675	1.519348, 0.421236	-0.000033, 0.000120
840	3	390.479401, 559.856923	-0.784699, -0.974533	0.000019, -0.000015
841	1	640.004299, 360.014848	-0.000011, 0.000023	0.000014, -0.000104
841	2	695.144071, 167.177336	1.516838, 0.430214	-0.000033, 0.000120
841	3	389.893024, 559.124303	-0.781835, -0.976827	0.000019, -0.000015
842	1	640.004291, 360.014865	-0.000011, 0.000023	0.000015, -0.000104
842	2	696.279777, 167.506719	1.514275, 0.439177	-0.000034, 0.000120
842	3	389.308801, 558.389969	-0.778965, -0.979113	0.000019, -0.000015
843	1	640.004282, 360.014882	-0.000011, 0.000022	0.000016, -0.000104
843	2	697.413521, 167.842813	1.511659, 0.448125	-0.000035, 0.000119
843	3	388.726735, 557.653927	-0.776087, -0.981389	0.000019, -0.000015
844	1	640.004274, 360.014898	-0.000011, 0.000022	0.000016, -0.000104
844	2	698.545264, 168.185605	1.508991, 0.457057	-0.000036, 0.000119
844	3	388.146833, 556.916183	-0.773203, -0.983658	0.000019, -0.000015
845	1	640.004265, 360.014915	-0.000011, 0.000022	0.000017, -0.000104
845	2	699.674967, 168.535086	1.506270, 0.465974	-0.000036, 0.000119
845	3	387.569099, 556.176745	-0.770312, -0.985918	0.000019, -0.000015
846	1	640.004257, 360.014932	-0.000011, 0.000022	0.000018, -0.000104
846	2	700.802589, 168.891241	1.503496, 0.474874	-0.000037, 0.000119
846	3	386.993537, 555.435618	-0.767415, -0.988169	0.000019, -0.000015
847	1	640.004249, 360.014948	-0.000011, 0.000022	0.000018, -0.000104
847	2	701.928091, 169.254060	1.500670, 0.483758	-0.000038, 0.000118
847	3	386.420154, 554.692809	-0.764511, -0.990412	0.000019, -0.000015
848	1	640.004240, 360.014965	-0.000011, 0.000022	0.000019, -0.000103
848	2	703.051435, 169.623529	1.497792, 0.492625	-0.000038, 0.000118
848	3	385.848953, 553.948324	-0.761601, -0.992646	0.000019, -0.000015
849	1	640.004232, 360.014982	-0.000011, 0.000022	0.000020, -0.000103
849	2	704.172581, 169.999636	1.494861, 0.501476	-0.000039, 0.000118
849	3	385.279940, 553.202170	-0.758684, -0.994872	0.000019, -0.000015
850	1	640.004224, 360.014998	-0.000011, 0.000022	0.000020, -0.000103
850	2	705.291489, 170.382367	1.491878, 0.510308	-0.000040, 0.000118
850	3	384.713120, 552.454354	-0.755761, -0.997089	0.000019, -0.000015
851	1	640.004215, 360.015014	-0.000011, 0.000022	0.000021, -0.000103
851	2	706.408122, 170.771710	1.488843, 0.519124	-0.000040, 0.000118
851	3	384.148496, 551.704880	-0.752831, -0.999298	0.000020, -0.000015
852	1	640.004207, 360.015031	-0.000011, 0.000022	0.000022, -0.000103
852	2	707.522439, 171.167650	1.485756, 0.527921	-0.000041, 0.000117
852	3	383.586076, 550.953757	-0.749894, -1.001498	0.000020, -0.000015
853	1	640.004199, 360.015047	-0.000011, 0.000022	0.000022, -0.000102
853	2	708.634402, 171.570175	1.482617, 0.536700	-0.000042, 0.000117
853	3	383.025862, 550.200990	-0.746952, -1.003689	0.000020, -0.000015
854	1	640.004190, 360.015063	-0.000011, 0.000022	0.000023, -0.000102
854	2	709.743972, 171.979271	1.479427, 0.545460	-0.000043, 0.000117
854	3	382.467860, 549.446586	-0.744003, -1.005872	0.000020, -0.000015
855	1	640.004182, 360.015079	-0.000011, 0.000022	0.000024, -0.000102
855	2	710.851111, 172.394922	1.476185, 0.554202	-0.000043, 0.000117
855	3	381.912075, 548.690552	-0.741047, -1.008046	0.000020, -0.000014
856	1	640.004174, 360.015096	-0.000011, 0.000021	0.000024, -0.000102
856	2	711.955779, 172.817115	1.472891, 0.562924	-0.000044, 0.000116
856	3	381.358511, 547.932894	-0.738085, -1.010211	0.000020, -0.000014
857	1	640.004165, 360.015112	-0.000011, 0.000021	0.000025, -0.000102
857	2	713.057939, 173.245836	1.469546, 0.571627	-0.000045, 0.000116
857	3	380.807173, 547.173619	-0.735117, -1.012367	0.000020, -0.000014
858	1	640.004157, 360.015128	-0.000011, 0.000021	0.000025, -0.000101
858	2	714.157551, 173.681069	1.466150, 0.580311	-0.000045, 0.000116
858	3	380.258067, 546.412732	-0.732142, -1.014515	0.000020, -0.000014
859	1	640.004149, 360.015144	-0.000011, 0.000021	0.000026, -0.000101
859	2	715.254577, 174.122799	1.462702, 0.588974	-0.000046, 0.000116
859	3	379.711195, 545.650241	-0.729162, -1.016654	0.000020, -0.000014
860	1	640.004141, 360.015159	-0.000011, 0.000021	0.000027, -0.000101
860	2	716.348980, 174.571012	1.459203, 0.597617	-0.000047, 0.000115
860	3	379.166564, 544.886153	-0.726175, -1.018785	0.000020, -0.000014
861	1	640.004132, 360.015175	-0.000011, 0.000021	0.000027, -0.000101
861	2	717.440720, 175.025691	1.455654, 0.606239	-0.000047, 0.000115
861	3	378.624178, 544.120474	-0.723181, -1.020906	0.000020, -0.000014
862	1	640.004124, 360.015191	-0.000011, 0.000021	0.000028, -0.000101
862	2	718.529760, 175.486821	1.452053, 0.614840	-0.000048, 0.000115
862	3	378.084042, 543.353210	-0.720182, -1.023019	0.000020, -0.000014
863	1	640.004116, 360.015207	-0.000011, 0.000021	0.000029, -0.000100
863	2	719.616062, 175.954385	1.448402, 0.623420	-0.000049, 0.000114
863	3	377.546160, 542.584368	-0.717176, -1.025123	0.000020, -0.000014
864	1	640.004108, 360.015222	-0.000011, 0.000021	0.000029, -0.000100
864	2	720.699588, 176.428369	1.444701, 0.631978	-0.000049, 0.000114
864	3	377.010536, 541.813955	-0.714165, -1.027218	0.000020, -0.000014
865	1	640.004100, 360.015238	-0.000011, 0.000021	0.000030, -0.000100
865	2	721.780299, 176.908755	1.440948, 0.640514	-0.000050, 0.000114
865	3	376.477176, 541.041977	-0.711147, -1.029304	0.000020, -0.000014
866	1	640.004092, 360.015254	-0.000011, 0.000021	0.000031, -0.000100
866	2	722.858158, 177.395526	1.437146, 0.649029	-0.000051, 0.000114
866	3	375.946084, 540.268441	-0.708123, -1.031381	0.000020, -0.000014
867	1	640.004084, 360.015269	-0.000011, 0.000021	0.000031, -0.000099
867	2	723.933128, 177.888666	1.433293, 0.657520	-0.000051, 0.000113
867	3	375.417264, 539.493354	-0.705093, -1.033449	0.000020, -0.000014
868	1	640.004075, 360.015284	-0.000011, 0.000021	0.000032, -0.000099
868	2	725.005171, 178.388159	1.429390, 0.665990	-0.000052, 0.000113
868	3	374.890722, 538.716723	-0.702057, -1.035509	0.000020, -0.000014
869	1	640.004067, 360.015300	-0.000011, 0.000021	0.000032, -0.000099
869	2	726.074249, 178.893985	1.425438, 0.674436	-0.000053, 0.000113
869	3	374.366460, 537.938553	-0.699015, -1.037559	0.000020, -0.000014
870	1	640.004059, 360.015315	-0.000011, 0.000020	0.000033, -0.000099
870	2	727.140325, 179.406129	1.421435, 0.682858	-0.000053, 0.000112
870	3	373.844485, 537.158853	-0.695967, -1.039601	0.000020, -0.000014
871	1	640.004051, 360.015330	-0.000011, 0.000020	0.000034, -0.000098
871	2	728.203362, 179.924572	1.417383, 0.691257	-0.000054, 0.000112
871	3	373.324801, 536.377628	-0.692913, -1.041633	0.000020, -0.000014
872	1	640.004043, 360.015346	-0.000011, 0.000020	0.000034, -0.000098
872	2	729.263323, 180.449296	1.413281, 0.699632	-0.000055, 0.000112
872	3	372.807411, 535.594885	-0.689853, -1.043657	0.000020, -0.000013
873	1	640.004035, 360.015361	-0.000011, 0.000020	0.000035, -0.000098
873	2	730.320171, 180.980284	1.409130, 0.707983	-0.000055, 0.000111
873	3	372.292321, 534.810631	-0.686787, -1.045672	0.000020, -0.000013
874	1	640.004027, 360.015376	-0.000011, 0.000020	0.000036, -0.000098
874	2	731.373868, 181.517516	1.404930, 0.716310	-0.000056, 0.000111
874	3	371.779534, 534.024873	-0.683715, -1.047677	0.000020, -0.000013
875	1	640.004019, 360.015391	-0.000011, 0.000020	0.000036, -0.000097
875	2	732.424378, 182.060975	1.400680, 0.724612	-0.000057, 0.000111
875	3	371.269056, 533.237618	-0.680638, -1.049674	0.000021, -0.000013
876	1	640.004011, 360.015406	-0.000011, 0.000020	0.000037, -0.000097
876	2	733.471664, 182.610641	1.396382, 0.732888	-0.000057, 0.000110
876	3	370.760890, 532.448872	-0.677554, -1.051661	0.000021, -0.000013
877	1	640.004004, 360.015421	-0.000011, 0.000020	0.000037, -0.000097
877	2	734.515690, 183.166495	1.392035, 0.741139	-0.000058, 0.000110
877	3	370.255041, 531.658642	-0.674465, -1.053640	0.000021, -0.000013
878	1	640.003996, 360.015436	-0.000011, 0.000020	0.000038, -0.000097
878	2	735.556419, 183.728519	1.387639, 0.749365	-0.000059, 0.000110
878	3	369.751513, 530.866935	-0.671370, -1.055609	0.000021, -0.000013
879	1	640.003988, 360.015451	-0.000010, 0.000020	0.000039, -0.000096
879	2	736.593815, 184.296693	1.383194, 0.757564	-0.000059, 0.000109
879	3	369.250311, 530.073759	-0.668270, -1.057569	0.000021, -0.000013
880	1	640.003980, 360.015465	-0.000010, 0.000020	0.000039, -0.000096
880	2	737.627841, 184.870996	1.378701, 0.765738	-0.000060, 0.000109
880	3	368.751439, 529.279118	-0.665163, -1.059520	0.000021, -0.000013
881	1	640.003972, 360.015480	-0.000010, 0.000020	0.000040, -0.000096
881	2	738.658461, 185.451409	1.374160, 0.773885	-0.000061, 0.000109
881	3	368.254900, 528.483022	-0.662051, -1.061462	0.000021, -0.000013
882	1	640.003964, 360.015495	-0.000010, 0.000020	0.000040, -0.000095
882	2	739.685640, 186.037913	1.369571, 0.782005	-0.000061, 0.000108
882	3	367.760700, 527.685475	-0.658933, -1.063395	0.000021, -0.000013
883	1	640.003957, 360.015509	-0.000010, 0.000019	0.000041, -0.000095
883	2	740.709341, 186.630487	1.364934, 0.790098	-0.000062, 0.000108
883	3	367.268843, 526.886486	-0.655810, -1.065319	0.000021, -0.000013
884	1	640.003949, 360.015524	-0.000010, 0.000019	0.000042, -0.000095
884	2	741.729528, 187.229109	1.360250, 0.798164	-0.000062, 0.000108
884	3	366.779332, 526.086061	-0.652681, -1.067233	0.000021, -0.000013
885	1	640.003941, 360.015538	-0.000010, 0.000019	0.000042, -0.000094
885	2	742.746166, 187.833760	1.355517, 0.806202	-0.000063, 0.000107
885	3	366.292172, 525.284208	-0.649547, -1.069138	0.000021, -0.000013
886	1	640.003933, 360.015553	-0.000010, 0.000019	0.000043, -0.000094
886	2	743.759219, 188.444419	1.350738, 0.814212	-0.000064, 0.000107
886	3	365.807367, 524.480932	-0.646406, -1.071034	0.000021, -0.000013
887	1	640.003926, 360.015567	-0.000010, 0.000019	0.000043, -0.000094
887	2	744.768652, 189.061064	1.345911, 0.822194	-0.000064, 0.000106
887	3	365.324921, 523.676241	-0.643261, -1.072921	0.000021, -0.000013
888	1	640.003918, 360.015582	-0.000010, 0.000019	0.000044, -0.000094
888	2	745.774430, 189.683675	1.341037, 0.830147	-0.000065, 0.000106
888	3	364.844839, 522.870142	-0.640110, -1.074799	0.000021, -0.000013
889	1	640.003910, 360.015596	-0.000010, 0.000019	0.000045, -0.000093
889	2	746.776517, 190.312228	1.336116, 0.838072	-0.000066, 0.000106
889	3	364.367125, 522.062641	-0.636953, -1.076667	0.000021, -0.000012
890	1	640.003903, 360.015610	-0.000010, 0.000019	0.000045, -0.000093
890	2	747.774878, 190.946704	1.331148, 0.845967	-0.000066, 0.000105
890	3	363.891781, 521.253747	-0.633791, -1.078526	0.000021, -0.000012
891	1	640.003895, 360.015624	-0.000010, 0.000019	0.000046, -0.000093
891	2	748.769478, 191.587079	1.326134, 0.853834	-0.000067, 0.000105
891	3	363.418814, 520.443465	-0.630623, -1.080376	0.000021, -0.000012
892	1	640.003888, 360.015639	-0.000010, 0.000019	0.000046, -0.000092
892	2	749.760282, 192.233332	1.321073, 0.861671	-0.000067, 0.000104
892	3	362.948226, 519.631803	-0.627451, -1.082216	0.000021, -0.000012
893	1	640.003880, 360.015653	-0.000010, 0.000019	0.000047, -0.000092
893	2	750.747257, 192.885440	1.315966, 0.869478	-0.000068, 0.000104
893	3	362.480022, 518.818768	-0.624272, -1.084047	0.000021, -0.000012
894	1	640.003873, 360.015667	-0.000010, 0.000019	0.000047, -0.000092
894	2	751.730367, 193.543381	1.310813, 0.877254	-0.000069, 0.000104
894	3	362.014205, 518.004366	-0.621089, -1.085869	0.000021, -0.000012
895	1	640.003865, 360.015681	-0.000010, 0.000019	0.000048, -0.000091
895	2	752.709577, 194.207132	1.305614, 0.885001	-0.000069, 0.000103
895	3	361.550780, 517.188605	-0.617900, -1.087681	0.000021, -0.000012
896	1	640.003858, 360.015695	-0.000010, 0.000019	0.000049, -0.000091
896	2	753.684854, 194.876669	1.300369, 0.892717	-0.000070, 0.000103
896	3	361.089751, 516.371492	-0.614706, -1.089484	0.000021, -0.000012
897	1	640.003850, 360.015709	-0.000010, 0.000019	0.000049, -0.000091
897	2	754.656163, 195.551970	1.295079, 0.900401	-0.000071, 0.000102
897	3	360.631121, 515.553034	-0.611506, -1.091278	0.000021, -0.000012
898	1	640.003843, 360.015722	-0.000010, 0.000018	0.000050, -0.000090
898	2	755.623471, 196.233012	1.289743, 0.908055	-0.000071, 0.000102
898	3	360.174895, 514.733238	-0.608302, -1.093062	0.000021, -0.000012
899	1	640.003836, 360.015736	-0.000010, 0.000018	0.000050, -0.000090
